transaction_id,product_name,price,event_time
474,Laptop,462.04,2026-05-05 18:40:13
928,Headphones,1787.43,2026-05-05 18:40:13
962,Keyboard,375.54,2026-05-05 18:40:13
826,Smartphone,538.2,2026-05-05 18:40:13
858,headphones,748.04,2026-05-05 18:40:13
935,Tablet,97.12,2026-05-05 18:40:13
873,Tablet,1627.9,2026-05-05 18:40:13
209,Keyboard,706.44,2026-05-05 18:40:13
719,Laptop,796.44,2026-05-05 18:40:13
719,Laptop,796.44,2026-05-05 18:40:13
287,Smartphone,1095.28,2026-05-05 18:40:13
415,Monitor,672.52,2026-05-05 18:40:13
705,Laptop,831.58,2026-05-05 18:40:13
705,Laptop,831.58,2026-05-05 18:40:13
893,Tablet,,2026-05-05 18:40:13
642,Tablet,1895.94,2026-05-05 18:40:13
743,Monitor,1489.44,2026-05-05 18:40:13
460,Laptop,692.54,2026-05-05 18:40:13
478,Headphones,1049.52,2026-05-05 18:40:13
431,Headphones,1210.17,2026-05-05 18:40:13
235,Monitor,512.37,2026-05-05 18:40:13
235,Monitor,512.37,2026-05-05 18:40:13
453,Keyboard,1893.18,2026-05-05 18:40:13
886,Headphones,1565.15,2026-05-05 18:40:13
334,Headphones,1378.67,2026-05-05 18:40:13
